year,country3,population
1961,PYF,80703
1962,PYF,83651
1963,PYF,86837
1964,PYF,90132
1965,PYF,93438
1966,PYF,96732
1967,PYF,100029
1968,PYF,103386
1969,PYF,106857
1970,PYF,110495
1971,PYF,114313
1972,PYF,118279
1973,PYF,122356
1974,PYF,126486
1975,PYF,130619
1976,PYF,134748
1977,PYF,138864
1978,PYF,143032
1979,PYF,147296
1980,PYF,151708
1981,PYF,156243
1982,PYF,160888
1983,PYF,165613
1984,PYF,170396
1985,PYF,175204
1986,PYF,180075
1987,PYF,184950
1988,PYF,189738
1989,PYF,194252
1990,PYF,198375
1991,PYF,202016
1992,PYF,205266
1993,PYF,208345
1994,PYF,211579
1995,PYF,215196
1996,PYF,219283
1997,PYF,223731
1998,PYF,228376
1999,PYF,232952
2000,PYF,237258
2001,PYF,241273
2002,PYF,245006
2003,PYF,248499
2004,PYF,251775
2005,PYF,254886
2006,PYF,257832
2007,PYF,260594
2008,PYF,263179
2009,PYF,265581
2010,PYF,267820
2011,PYF,269843
2012,PYF,271703
2013,PYF,273528
2014,PYF,275484
2015,PYF,277690
2016,PYF,280208
2017,PYF,283007
1960,QAT,47384
1961,QAT,51421
1962,QAT,56263
1963,QAT,61717
1964,QAT,67567
1965,QAT,73633
1966,QAT,79844
1967,QAT,86295
1968,QAT,93201
1969,QAT,100874
1970,QAT,109514
1971,QAT,119424
1972,QAT,130534
1973,QAT,142241
1974,QAT,153704
1975,QAT,164413
1976,QAT,173836
1977,QAT,182443
1978,QAT,192093
1979,QAT,205313
1980,QAT,223775
1981,QAT,248144
1982,QAT,277396
1983,QAT,309479
1984,QAT,341455
1985,QAT,371081
1986,QAT,397932
1987,QAT,422341
1988,QAT,443794
1989,QAT,461870
1990,QAT,476445
1991,QAT,487491
1992,QAT,495517
1993,QAT,501566
1994,QAT,507095
1995,QAT,513455
1996,QAT,522304
1997,QAT,534608
1998,QAT,550430
1999,QAT,569447
2000,QAT,592267
2001,QAT,616886
2002,QAT,645659
2003,QAT,688586
2004,QAT,758855
2005,QAT,864863
2006,QAT,1010382
2007,QAT,1189633
2008,QAT,1389342
2009,QAT,1590780
2010,QAT,1779676
2011,QAT,1952054
2012,QAT,2109568
2013,QAT,2250473
2014,QAT,2374419
2015,QAT,2481539
2016,QAT,2569804
2017,QAT,2639211
1960,ROU,18406905
1961,ROU,18555250
1962,ROU,18676550
1963,ROU,18797850
1964,ROU,18919126
1965,ROU,19031576
1966,ROU,19215450
1967,ROU,19534242
1968,ROU,19799831
1969,ROU,20009141
1970,ROU,20250398
1971,ROU,20461567
1972,ROU,20657957
1973,ROU,20835681
1974,ROU,21029429
1975,ROU,21293583
1976,ROU,21551634
1977,ROU,21756096
1978,ROU,21951464
1979,ROU,22090488
1980,ROU,22242653
1981,ROU,22415169
1982,ROU,22515389
1983,ROU,22588790
1984,ROU,22655940
1985,ROU,22755427
1986,ROU,22859269
1987,ROU,22949430
1988,ROU,23057662
1989,ROU,23161458
1990,ROU,23201835
1991,ROU,23001155
1992,ROU,22794284
1993,ROU,22763280
1994,ROU,22730211
1995,ROU,22684270
1996,ROU,22619004
1997,ROU,22553978
1998,ROU,22507344
1999,ROU,22472040
2000,ROU,22442971
2001,ROU,22131970
2002,ROU,21730496
2003,ROU,21574326
2004,ROU,21451748
2005,ROU,21319685
2006,ROU,21193760
2007,ROU,20882982
2008,ROU,20537875
2009,ROU,20367487
2010,ROU,20246871
2011,ROU,20147528
2012,ROU,20058035
2013,ROU,19983693
2014,ROU,19908979
2015,ROU,19815481
2016,ROU,19702332
2017,ROU,19586539
1960,RUS,119897000
1961,RUS,121236000
1962,RUS,122591000
1963,RUS,123960000
1964,RUS,125345000
1965,RUS,126745000
1966,RUS,127468000
1967,RUS,128196000
1968,RUS,128928000
1969,RUS,129664000
1970,RUS,130404000
1971,RUS,131155000
1972,RUS,131909000
1973,RUS,132669000
1974,RUS,133432000
1975,RUS,134200000
1976,RUS,135147000
1977,RUS,136100000
1978,RUS,137060000
1979,RUS,138027000
1980,RUS,139010000
1981,RUS,139941000
1982,RUS,140823000
1983,RUS,141668000
1984,RUS,142745000
1985,RUS,143858000
1986,RUS,144894000
1987,RUS,145908000
1988,RUS,146857000
1989,RUS,147721000
1990,RUS,148292000
1991,RUS,148624000
1992,RUS,148689000
1993,RUS,148520000
1994,RUS,148336000
1995,RUS,148375726
1996,RUS,148160042
1997,RUS,147915307
1998,RUS,147670692
1999,RUS,147214392
2000,RUS,146596557
2001,RUS,145976083
2002,RUS,145306046
2003,RUS,144648257
2004,RUS,144067054
2005,RUS,143518523
2006,RUS,143049528
2007,RUS,142805088
2008,RUS,142742350
2009,RUS,142785342
2010,RUS,142849449
2011,RUS,142960868
2012,RUS,143201676
2013,RUS,143506911
2014,RUS,143819666
2015,RUS,144096870
2016,RUS,144342396
2017,RUS,144495044
1960,RWA,2933428
1961,RWA,2996096
1962,RWA,3050604
1963,RWA,3102972
1964,RWA,3161724
1965,RWA,3232934
1966,RWA,3319082
1967,RWA,3418317
1968,RWA,3527263
1969,RWA,3640591
1970,RWA,3754541
1971,RWA,3868337
1972,RWA,3983700
1973,RWA,4102321
1974,RWA,4226799
1975,RWA,4359092
1976,RWA,4499509
1977,RWA,4647615
1978,RWA,4803725
1979,RWA,4968074
1980,RWA,5140716
1981,RWA,5315032
1982,RWA,5489322
1983,RWA,5673614
1984,RWA,5881906
1985,RWA,6120107
1986,RWA,6407672
1987,RWA,6732131
1988,RWA,7030179
1989,RWA,7216028
1990,RWA,7235798
1991,RWA,7051759
1992,RWA,6701851
1993,RWA,6299909
1994,RWA,6005095
1995,RWA,5928078
1996,RWA,6115168
1997,RWA,6522382
1998,RWA,7059813
1999,RWA,7593239
2000,RWA,8025703
2001,RWA,8329406
2002,RWA,8536205
2003,RWA,8680346
2004,RWA,8818438
2005,RWA,8991735
2006,RWA,9206580
2007,RWA,9447402
2008,RWA,9708169
2009,RWA,9977446
2010,RWA,10246842
2011,RWA,10516071
2012,RWA,10788853
2013,RWA,11065151
2014,RWA,11345357
2015,RWA,11629553
2016,RWA,11917508
2017,RWA,12208407
1960,SAS,571835666
1961,SAS,583894094
1962,SAS,596413939
1963,SAS,609391805
1964,SAS,622822615
1965,SAS,636701820
1966,SAS,651036352
1967,SAS,665826653
1968,SAS,681054882
1969,SAS,696697198
1970,SAS,712740919
1971,SAS,729173562
1972,SAS,746012374
1973,SAS,763310561
1974,SAS,781140577
1975,SAS,799553306
1976,SAS,818560436
1977,SAS,838142287
1978,SAS,858277856
1979,SAS,878933031
1980,SAS,900076467
1981,SAS,921696915
1982,SAS,943781613
1983,SAS,966293643
1984,SAS,989188965
1985,SAS,1012429641
1986,SAS,1035982524
1987,SAS,1059829211
1988,SAS,1083963380
1989,SAS,1108386444
1990,SAS,1133089464
1991,SAS,1158058109
1992,SAS,1183253534
1993,SAS,1208612942
1994,SAS,1234059205
1995,SAS,1259530819
1996,SAS,1284978193
1997,SAS,1310387887
1998,SAS,1335777637
1999,SAS,1361185289
2000,SAS,1386625845
2001,SAS,1412104373
2002,SAS,1437568227
2003,SAS,1462906674
2004,SAS,1487975237
2005,SAS,1512670560
2006,SAS,1536943534
2007,SAS,1560818860
2008,SAS,1584359049
2009,SAS,1607663899
2010,SAS,1630806784
2011,SAS,1653798614
2012,SAS,1676615491
2013,SAS,1699310450
2014,SAS,1721847786
2015,SAS,1744199944
2016,SAS,1766393714
2017,SAS,1788388852
1960,SAU,4086539
1961,SAU,4218879
1962,SAU,4362864
1963,SAU,4516659
1964,SAU,4677404
1965,SAU,4843635
1966,SAU,5015204
1967,SAU,5194846
1968,SAU,5387486
1969,SAU,5599628
1970,SAU,5836389
1971,SAU,6100994
1972,SAU,6393894
1973,SAU,6714095
1974,SAU,7059334
1975,SAU,7428703
1976,SAU,7818613
1977,SAU,8231604
1978,SAU,8679840
1979,SAU,9179621
1980,SAU,9740599
1981,SAU,10366661
1982,SAU,11048080
1983,SAU,11763837
1984,SAU,12484967
1985,SAU,13189115
1986,SAU,13869012
1987,SAU,14525660
1988,SAU,15155223
1989,SAU,15755944
1990,SAU,16326815
1991,SAU,16867829
1992,SAU,17378833
1993,SAU,17859750
1994,SAU,18311090
1995,SAU,18735841
1996,SAU,19131578
1997,SAU,19505576
1998,SAU,19882458
1999,SAU,20294406
2000,SAU,20764312
2001,SAU,21303592
2002,SAU,21906308
2003,SAU,22556425
2004,SAU,23228890
2005,SAU,23905654
2006,SAU,24578301
2007,SAU,25252569
2008,SAU,25940770
2009,SAU,26661492
2010,SAU,27425676
2011,SAU,28238020
2012,SAU,29086357
2013,SAU,29944476
2014,SAU,30776722
2015,SAU,31557144
2016,SAU,32275687
2017,SAU,32938213
1960,SDN,7544491
1961,SDN,7769482
1962,SDN,8004121
1963,SDN,8248812
1964,SDN,8503994
1965,SDN,8770097
1966,SDN,9047798
1967,SDN,9337657
1968,SDN,9639840
1969,SDN,9954410
1970,SDN,10281700
1971,SDN,10621472
1972,SDN,10974622
1973,SDN,11343926
1974,SDN,11732958
1975,SDN,12144135
1976,SDN,12578407
1977,SDN,13034625
1978,SDN,13510421
1979,SDN,14002303
1980,SDN,14507468
1981,SDN,15027270
1982,SDN,15562194
1983,SDN,16107730
1984,SDN,16658054
1985,SDN,17210187
1986,SDN,17757169
1987,SDN,18302587
1988,SDN,18866319
1989,SDN,19475609
1990,SDN,20147590
1991,SDN,20893625
1992,SDN,21701476
1993,SDN,22535937
1994,SDN,23347885
1995,SDN,24102986
1996,SDN,24786190
1997,SDN,25410451
1998,SDN,26003542
1999,SDN,26607042
2000,SDN,27250535
2001,SDN,27945005
2002,SDN,28679565
2003,SDN,29435944
2004,SDN,30186341
2005,SDN,30911914
2006,SDN,31607064
2007,SDN,32282526
2008,SDN,32955496
2009,SDN,33650619
2010,SDN,34385963
2011,SDN,35167314
2012,SDN,35990192
2013,SDN,36849918
2014,SDN,37737913
2015,SDN,38647803
2016,SDN,39578828
2017,SDN,40533330
1960,SEN,3206749
1961,SEN,3295293
1962,SEN,3386863
1963,SEN,3481745
1964,SEN,3580312
1965,SEN,3682876
1966,SEN,3789211
1967,SEN,3899237
1968,SEN,4013539
1969,SEN,4132844
1970,SEN,4257505
1971,SEN,4388458
1972,SEN,4525114
1973,SEN,4664444
1974,SEN,4802348
1975,SEN,4936209
1976,SEN,5064674
1977,SEN,5189539
1978,SEN,5315265
1979,SEN,5448110
1980,SEN,5592646
1981,SEN,5750338
1982,SEN,5920059
1983,SEN,6100495
1984,SEN,6289327
1985,SEN,6484738
1986,SEN,6686159
1987,SEN,6893896
1988,SEN,7107976
1989,SEN,7328600
1990,SEN,7555617
1991,SEN,7789653
1992,SEN,8029725
1993,SEN,8272170
1994,SEN,8512173
1995,SEN,8746606
1996,SEN,8974077
1997,SEN,9196528
1998,SEN,9418393
1999,SEN,9645957
2000,SEN,9884052
2001,SEN,10134497
2002,SEN,10396861
2003,SEN,10670990
2004,SEN,10955944
2005,SEN,11251266
2006,SEN,11556763
2007,SEN,11873557
2008,SEN,12203957
2009,SEN,12550917
2010,SEN,12916229
2011,SEN,13300910
2012,SEN,13703513
2013,SEN,14120320
2014,SEN,14546111
2015,SEN,14976994
2016,SEN,15411614
2017,SEN,15850567
1960,SGP,1646400
1961,SGP,1702400
1962,SGP,1750200
1963,SGP,1795000
1964,SGP,1841600
1965,SGP,1886900
1966,SGP,1934400
1967,SGP,1977600
1968,SGP,2012000
1969,SGP,2042500
1970,SGP,2074500
1971,SGP,2112900
1972,SGP,2152400
1973,SGP,2193000
1974,SGP,2229800
1975,SGP,2262600
1976,SGP,2293300
1977,SGP,2325300
1978,SGP,2353600
1979,SGP,2383500
1980,SGP,2413945
1981,SGP,2532835
1982,SGP,2646466
1983,SGP,2681061
1984,SGP,2732221
1985,SGP,2735957
1986,SGP,2733373
1987,SGP,2774789
1988,SGP,2846108
1989,SGP,2930901
1990,SGP,3047132
1991,SGP,3135083
1992,SGP,3230698
1993,SGP,3313471
1994,SGP,3419048
1995,SGP,3524506
1996,SGP,3670704
1997,SGP,3796038
1998,SGP,3927213
1999,SGP,3958723
2000,SGP,4027887
2001,SGP,4138012
2002,SGP,4175950
2003,SGP,4114826
2004,SGP,4166664
2005,SGP,4265762
2006,SGP,4401365
2007,SGP,4588599
2008,SGP,4839396
2009,SGP,4987573
2010,SGP,5076732
2011,SGP,5183688
2012,SGP,5312437
2013,SGP,5399162
2014,SGP,5469724
2015,SGP,5535002
2016,SGP,5607283
2017,SGP,5612253
1960,SLB,117866
1961,SLB,121396
1962,SLB,125064
1963,SLB,128866
1964,SLB,132782
1965,SLB,136847
1966,SLB,141026
1967,SLB,145351
1968,SLB,149921
1969,SLB,154875
1970,SLB,160290
1971,SLB,166212
1972,SLB,172598
1973,SLB,179349
1974,SLB,186332
1975,SLB,193445
1976,SLB,200640
1977,SLB,207937
1978,SLB,215347
1979,SLB,222897
1980,SLB,230607
1981,SLB,238479
1982,SLB,246493
1983,SLB,254596
1984,SLB,262709
1985,SLB,270801
1986,SLB,278838
1987,SLB,286863
1988,SLB,294964
1989,SLB,303253
1990,SLB,311840
1991,SLB,320753
1992,SLB,329953
1993,SLB,339456
1994,SLB,349225
1995,SLB,359225
1996,SLB,369469
1997,SLB,379947
1998,SLB,390643
1999,SLB,401538
2000,SLB,412609
2001,SLB,423853
2002,SLB,435262
2003,SLB,446769
2004,SLB,458324
2005,SLB,469885
2006,SLB,481422
2007,SLB,492940
2008,SLB,504477
2009,SLB,516079
2010,SLB,527790
2011,SLB,539614
2012,SLB,551531
2013,SLB,563513
2014,SLB,575504
2015,SLB,587482
2016,SLB,599419
2017,SLB,611343
1960,SLE,2297110
1961,SLE,2329204
1962,SLE,2363013
1963,SLE,2398414
1964,SLE,2435204
1965,SLE,2473294
1966,SLE,2512652
1967,SLE,2553529
1968,SLE,2596568
1969,SLE,2642608
1970,SLE,2692259
1971,SLE,2745779
1972,SLE,2803031
1973,SLE,2863739
1974,SLE,2927468
1975,SLE,2993876
1976,SLE,3062956
1977,SLE,3134800
1978,SLE,3209263
1979,SLE,3286179
1980,SLE,3365441
1981,SLE,3445277
1982,SLE,3525399
1983,SLE,3608751
1984,SLE,3699467
1985,SLE,3799550
1986,SLE,3912438
1987,SLE,4034668
1988,SLE,4152984
1989,SLE,4249468
1990,SLE,4312246
1991,SLE,4337239
1992,SLE,4331332
1993,SLE,4307299
1994,SLE,4283621
1995,SLE,4274819
1996,SLE,4282350
1997,SLE,4305455
1998,SLE,4353646
1999,SLE,4437803
2000,SLE,4564297
2001,SLE,4739147
2002,SLE,4957216
2003,SLE,5199549
2004,SLE,5439695
2005,SLE,5658379
2006,SLE,5848692
2007,SLE,6015417
2008,SLE,6165372
2009,SLE,6310260
2010,SLE,6458720
2011,SLE,6611692
2012,SLE,6766103
2013,SLE,6922079
2014,SLE,7079162
2015,SLE,7237025
2016,SLE,7396190
2017,SLE,7557212
1960,SLV,2762899
1961,SLV,2843240
1962,SLV,2927857
1963,SLV,3015887
1964,SLV,3106186
1965,SLV,3197863
1966,SLV,3290411
1967,SLV,3383701
1968,SLV,3477742
1969,SLV,3572707
1970,SLV,3668595
1971,SLV,3765166
1972,SLV,3861931
1973,SLV,3958323
1974,SLV,4053713
1975,SLV,4147525
1976,SLV,4239675
1977,SLV,4329964
1978,SLV,4417516
1979,SLV,4501316
1980,SLV,4580704
1981,SLV,4655364
1982,SLV,4725720
1983,SLV,4792903
1984,SLV,4858532
1985,SLV,4923860
1986,SLV,4988943
1987,SLV,5053714
1988,SLV,5119035
1989,SLV,5185943
1990,SLV,5254984
1991,SLV,5326657
1992,SLV,5400331
1993,SLV,5474000
1994,SLV,5544945
1995,SLV,5611115
1996,SLV,5671925
1997,SLV,5727755
1998,SLV,5778706
1999,SLV,5825187
2000,SLV,5867626
2001,SLV,5905962
2002,SLV,5940303
2003,SLV,5971535
2004,SLV,6000775
2005,SLV,6028961
2006,SLV,6056478
2007,SLV,6083475
2008,SLV,6110301
2009,SLV,6137276
2010,SLV,6164626
2011,SLV,6192560
2012,SLV,6221246
2013,SLV,6250777
2014,SLV,6281189
2015,SLV,6312478
2016,SLV,6344722
2017,SLV,6377853
1960,SMR,15397
1961,SMR,15789
1962,SMR,16199
1963,SMR,16621
1964,SMR,17032
1965,SMR,17441
1966,SMR,17835
1967,SMR,18229
1968,SMR,18589
1969,SMR,18895
1970,SMR,19138
1971,SMR,19303
1972,SMR,19398
1973,SMR,19466
1974,SMR,19562
1975,SMR,19735
1976,SMR,19980
1977,SMR,20296
1978,SMR,20660
1979,SMR,21030
1980,SMR,21361
1981,SMR,21666
1982,SMR,21943
1983,SMR,22210
1984,SMR,22455
1985,SMR,22708
1986,SMR,22961
1987,SMR,23210
1988,SMR,23466
1989,SMR,23740
1990,SMR,24043
1991,SMR,24386
1992,SMR,24749
1993,SMR,25141
1994,SMR,25516
1995,SMR,25877
1996,SMR,26209
1997,SMR,26508
1998,SMR,26799
1999,SMR,27096
2000,SMR,27418
2001,SMR,27762
2002,SMR,28121
2003,SMR,28494
2004,SMR,28866
2005,SMR,29240
2006,SMR,29614
2007,SMR,29977
2008,SMR,30351
2009,SMR,30723
2010,SMR,31110
2011,SMR,31504
2012,SMR,31914
2013,SMR,32303
2014,SMR,32657
2015,SMR,32960
2016,SMR,33203
2017,SMR,33400
1960,SOM,2755947
1961,SOM,2814096
1962,SOM,2874190
1963,SOM,2936443
1964,SOM,3001126
1965,SOM,3068437
1966,SOM,3143836
1967,SOM,3228495
1968,SOM,3313786
1969,SOM,3387632
1970,SOM,3444553
1971,SOM,3470324
1972,SOM,3475022
1973,SOM,3506008
1974,SOM,3627504
1975,SOM,3880320
1976,SOM,4289469
1977,SOM,4827362
1978,SOM,5417740
1979,SOM,5953615
1980,SOM,6359126
1981,SOM,6604872
1982,SOM,6716448
1983,SOM,6740220
1984,SOM,6747932
1985,SOM,6791716
1986,SOM,6887372
1987,SOM,7018109
1988,SOM,7165295
1989,SOM,7298417
1990,SOM,7397347
1991,SOM,7455936
1992,SOM,7488544
1993,SOM,7519811
1994,SOM,7583954
1995,SOM,7704894
1996,SOM,7892389
1997,SOM,8137475
1998,SOM,8422372
1999,SOM,8720231
2000,SOM,9011479
2001,SOM,9290823
2002,SOM,9564167
2003,SOM,9836397
2004,SOM,10116228
2005,SOM,10409925
2006,SOM,10718317
2007,SOM,11038596
2008,SOM,11369276
2009,SOM,11707990
2010,SOM,12053223
2011,SOM,12404725
2012,SOM,12763776
2013,SOM,13132349
2014,SOM,13513125
2015,SOM,13908129
2016,SOM,14317996
2017,SOM,14742523
1960,SRB,
1961,SRB,
1962,SRB,
1963,SRB,
1964,SRB,
1965,SRB,
1966,SRB,
1967,SRB,
1968,SRB,
1969,SRB,
1970,SRB,
1971,SRB,
1972,SRB,
1973,SRB,
1974,SRB,
1975,SRB,
1976,SRB,
1977,SRB,
1978,SRB,
1979,SRB,
1980,SRB,
1981,SRB,
1982,SRB,
1983,SRB,
1984,SRB,
1985,SRB,
1986,SRB,
1987,SRB,
1988,SRB,
1989,SRB,
1990,SRB,7586000
1991,SRB,7595636
1992,SRB,7646424
1993,SRB,7699307
1994,SRB,7734639
1995,SRB,7625357
1996,SRB,7617794
1997,SRB,7596501
1998,SRB,7567745
1999,SRB,7540401
2000,SRB,7516346
2001,SRB,7503433
2002,SRB,7496522
2003,SRB,7480591
2004,SRB,7463157
2005,SRB,7440769
2006,SRB,7411569
2007,SRB,7381579
2008,SRB,7350222
2009,SRB,7320807
2010,SRB,7291436
2011,SRB,7234099
2012,SRB,7199077
2013,SRB,7164132
2014,SRB,7130576
2015,SRB,7095383
2016,SRB,7058322
2017,SRB,7022268
1960,SSA,228544305
1961,SSA,233965691
1962,SSA,239603097
1963,SSA,245458090
1964,SSA,251530081
1965,SSA,257821109
1966,SSA,264337472
1967,SSA,271089360
1968,SSA,278087862
1969,SSA,285345634
1970,SSA,292875474
1971,SSA,300682328
1972,SSA,308775520
1973,SSA,317177235
1974,SSA,325914096
1975,SSA,335005587
1976,SSA,344461837
1977,SSA,354281373
1978,SSA,364453680
1979,SSA,374972295
1980,SSA,385822020
1981,SSA,397001521
1982,SSA,408512620
1983,SSA,420349183
1984,SSA,432508714
1985,SSA,444982815
1986,SSA,457769762
1987,SSA,470870472
1988,SSA,484288955
1989,SSA,498033585
1990,SSA,512107594
1991,SSA,526528575
1992,SSA,541294922
1993,SSA,556379645
1994,SSA,571754398
1995,SSA,587394320
1996,SSA,603309222
1997,SSA,619530637
1998,SSA,636103731
1999,SSA,653099453
2000,SSA,670568507
2001,SSA,688534793
2002,SSA,707016127
2003,SSA,726057836
2004,SSA,745705643
2005,SSA,765997649
2006,SSA,786951192
2007,SSA,808575133
2008,SSA,830878600
2009,SSA,853866359
2010,SSA,877538597
2011,SSA,901902485
2012,SSA,926951572
2013,SSA,952644123
2014,SSA,978926559
2015,SSA,1005756630
2016,SSA,1033118066
2017,SSA,1061011878
1960,SSD,2955152
1961,SSD,3011110
1962,SSD,3069913
1963,SSD,3131557
1964,SSD,3196113
1965,SSD,3263638
1966,SSD,3334191
1967,SSD,3407800
1968,SSD,3484537
1969,SSD,3564465
1970,SSD,3647709
1971,SSD,3734418
1972,SSD,3824762
1973,SSD,3918922
1974,SSD,4017075
1975,SSD,4119438
1976,SSD,4224529
1977,SSD,4332287
1978,SSD,4445826
1979,SSD,4569423
1980,SSD,4705224
1981,SSD,4853927
1982,SSD,5011726
1983,SSD,5170558
1984,SSD,5319609
1985,SSD,5450424
1986,SSD,5565545
1987,SSD,5666078
1988,SSD,5741235
1989,SSD,5777498
1990,SSD,5768481
1991,SSD,5705378
1992,SSD,5599814
1993,SSD,5490915
1994,SSD,5431738
1995,SSD,5459519
1996,SSD,5591114
1997,SSD,5814006
1998,SSD,6099923
1999,SSD,6405864
2000,SSD,6700656
2001,SSD,6974442
2002,SSD,7237276
2003,SSD,7501642
2004,SSD,7787655
2005,SSD,8108877
2006,SSD,8468152
2007,SSD,8856800
2008,SSD,9263136
2009,SSD,9670667
2010,SSD,10067192
2011,SSD,10448857
2012,SSD,10818258
2013,SSD,11177490
2014,SSD,11530971
2015,SSD,11882136
2016,SSD,12230730
2017,SSD,12575714
1960,SSF,228586005
1961,SSF,234008580
1962,SSF,239647139
1963,SSF,245503266
1964,SSF,251576403
1965,SSF,257868609
1966,SSF,264386171
1967,SSF,271139271
1968,SSF,278138996
1969,SSF,285397999
1970,SSF,292929074
1971,SSF,300737023
1972,SSF,308831549
1973,SSF,317234127
1974,SSF,325972033
1975,SSF,335064879
1976,SSF,344522341
1977,SSF,354343159
1978,SSF,364515830
1979,SSF,375034981
1980,SSF,385885281
1981,SSF,397065556
1982,SSF,408577033
1983,SSF,420413518
1984,SSF,432573431
1985,SSF,445048059
1986,SSF,457835414
1987,SSF,470938971
1988,SSF,484357710
1989,SSF,498102752
1990,SSF,512177101
1991,SSF,526599014
1992,SSF,541365685
1993,SSF,556451898
1994,SSF,571828603
1995,SSF,587469624
1996,SSF,603385639
1997,SSF,619607956
1998,SSF,636182577
1999,SSF,653179863
2000,SSF,670649638
2001,SSF,688615995
2002,SSF,707099850
2003,SSF,726140617
2004,SSF,745788118
2005,SSF,766080507
2006,SSF,787035792
2007,SSF,808660166
2008,SSF,830965556
2009,SSF,853953657
2010,SSF,877628367
2011,SSF,901989926
2012,SSF,927039875
2013,SSF,952734072
2014,SSF,979017918
2015,SSF,1005850049
2016,SSF,1033212743
2017,SSF,1061107721
1960,SST,14260440
1961,SST,14538217
1962,SST,14821270
1963,SST,15107653
1964,SST,15397706
1965,SST,15688248
1966,SST,15976545
1967,SST,16263697
1968,SST,16556001
1969,SST,16853980
1970,SST,17159590
1971,SST,17476361
1972,SST,17800127
1973,SST,18127044
1974,SST,18456078
1975,SST,18789042
1976,SST,19120333
1977,SST,19453890
1978,SST,19794779
1979,SST,20157728
1980,SST,20547258
1981,SST,20963859
1982,SST,21407906
1983,SST,21865552
1984,SST,22331260
1985,SST,22806174
1986,SST,23285884
1987,SST,23770486
1988,SST,24251665
1989,SST,24726226
1990,SST,25186921
1991,SST,25642376
1992,SST,26066187
1993,SST,26471464
1994,SST,26880995
1995,SST,27284098
1996,SST,27691618
1997,SST,28107601
1998,SST,28528151
1999,SST,28976065
2000,SST,29434279
2001,SST,29887049
2002,SST,30352305
2003,SST,30838828
2004,SST,31365918
2005,SST,31947386
2006,SST,32586895
2007,SST,33278247
2008,SST,34006389
2009,SST,34739790
2010,SST,35465245
2011,SST,36171934
2012,SST,36875022
2013,SST,37572012
2014,SST,38266156
2015,SST,38960406
2016,SST,39646847
2017,SST,40324496
1960,STP,64253
1961,STP,64551
1962,STP,64432
1963,STP,64177
1964,STP,64212
1965,STP,64796
1966,STP,66063
1967,STP,67873
1968,STP,70046
1969,STP,72241
1970,STP,74253
1971,STP,75988
1972,STP,77537
1973,STP,79022
1974,STP,80670
1975,STP,82607
1976,STP,84885
1977,STP,87434
1978,STP,90089
1979,STP,92649
1980,STP,94949
1981,STP,96950
1982,STP,98706
1983,STP,100318
1984,STP,101915
1985,STP,103634
1986,STP,105474
1987,STP,107415
1988,STP,109470
1989,STP,111627
1990,STP,113893
1991,STP,116294
1992,STP,118816
1993,STP,121407
1994,STP,123973
1995,STP,126454
1996,STP,128821
1997,STP,131107
1998,STP,133418
1999,STP,135886
2000,STP,138606
2001,STP,141622
2002,STP,144889
2003,STP,148372
2004,STP,151969
2005,STP,155630
2006,STP,159328
2007,STP,163101
2008,STP,166913
2009,STP,170813
2010,STP,174776
2011,STP,178800
2012,STP,182889
2013,STP,187045
2014,STP,191266
2015,STP,195553
2016,STP,199910
2017,STP,204327
1960,SUR,289966
1961,SUR,298188
1962,SUR,306328
1963,SUR,314528
1964,SUR,322997
1965,SUR,331793
1966,SUR,341133
1967,SUR,350751
1968,SUR,359733
1969,SUR,366848
1970,SUR,371273
1971,SUR,372623
1972,SUR,371324
1973,SUR,368344
1974,SUR,365099
1975,SUR,362654
1976,SUR,361364
1977,SUR,361043
1978,SUR,361457
1979,SUR,362125
1980,SUR,362777
1981,SUR,363325
1982,SUR,364032
1983,SUR,365300
1984,SUR,367660
1985,SUR,371470
1986,SUR,376867
1987,SUR,383654
1988,SUR,391391
1989,SUR,399492
1990,SUR,407472
1991,SUR,415216
1992,SUR,422763
1993,SUR,430039
1994,SUR,437037
1995,SUR,443724
1996,SUR,450036
1997,SUR,455954
1998,SUR,461560
1999,SUR,467003
2000,SUR,472390
2001,SUR,477740
2002,SUR,483044
2003,SUR,488332
2004,SUR,493630
2005,SUR,498946
2006,SUR,504307
2007,SUR,509705
2008,SUR,515148
2009,SUR,520619
2010,SUR,526103
2011,SUR,531589
2012,SUR,537077
2013,SUR,542540
2014,SUR,547928
2015,SUR,553208
2016,SUR,558368
2017,SUR,563402
1960,SVK,4068095
1961,SVK,4191667
1962,SVK,4238188
1963,SVK,4282017
1964,SVK,4327341
1965,SVK,4370983
1966,SVK,4411666
1967,SVK,4449367
1968,SVK,4483915
1969,SVK,4518607
1970,SVK,4538223
1971,SVK,4557449
1972,SVK,4596622
1973,SVK,4641445
1974,SVK,4689623
1975,SVK,4739105
1976,SVK,4789507
1977,SVK,4840501
1978,SVK,4890125
1979,SVK,4938973
1980,SVK,4979815
1981,SVK,5016105
1982,SVK,5055099
1983,SVK,5091971
1984,SVK,5127097
1985,SVK,5161768
1986,SVK,5193838
1987,SVK,5222840
1988,SVK,5250596
1989,SVK,5275942
1990,SVK,5299187
1991,SVK,5303294
1992,SVK,5305016
1993,SVK,5325305
1994,SVK,5346331
1995,SVK,5361999
1996,SVK,5373361
1997,SVK,5383291
1998,SVK,5390516
1999,SVK,5396020
2000,SVK,5388720
2001,SVK,5378867
